Time(s),CH1V,CH2V
-2.140000e-04,4.133333e-03,-9.306666e-05
-2.130000e-04,1.866667e-03,-8.666667e-05
-2.120000e-04,9.333334e-04,-1.400000e-04
-2.110000e-04,3.466667e-03,-7.866666e-05
-2.100000e-04,5.066667e-03,-6.800000e-05
-2.090000e-04,1.733333e-03,-2.048000e-04
-2.080000e-04,1.066667e-03,-2.285333e-04
-2.070000e-04,2.800000e-03,2.613333e-05
-2.060000e-04,3.466667e-03,-8.160000e-05
-2.050000e-04,2.933333e-03,-2.069333e-04
-2.040000e-04,6.666667e-04,-1.501333e-04
-2.030000e-04,1.600000e-03,-1.386667e-04
-2.020000e-04,5.066667e-03,-7.866666e-05
-2.010000e-04,2.400000e-03,-9.066666e-06
-2.000000e-04,2.133333e-03,-1.378667e-04
-1.990000e-04,1.866667e-03,-1.160000e-04
-1.980000e-04,4.533333e-03,-8.186667e-05
-1.970000e-04,1.866667e-03,-1.069333e-04
-1.960000e-04,1.066667e-03,-1.354667e-04
-1.950000e-04,1.733333e-03,-1.389333e-04
-1.940000e-04,2.933333e-03,-1.189333e-04
-1.930000e-04,2.666667e-03,-1.861333e-04
-1.920000e-04,8.000000e-04,-5.440000e-05
-1.910000e-04,3.066667e-03,-1.280000e-04
-1.900000e-04,4.533333e-03,-2.021333e-04
-1.890000e-04,2.666667e-03,-1.421333e-04
-1.880000e-04,4.000000e-04,-9.226667e-05
-1.870000e-04,2.666667e-03,-1.792000e-04
-1.860000e-04,4.800000e-03,4.053333e-05
-1.850000e-04,2.933333e-03,-8.800000e-05
-1.840000e-04,1.466667e-03,-1.157333e-04
-1.830000e-04,2.800000e-03,-1.373333e-04
-1.820000e-04,5.066667e-03,-1.362667e-04
-1.810000e-04,2.933333e-03,-9.679999e-05
-1.800000e-04,1.866667e-03,-9.306666e-05
-1.790000e-04,3.200000e-03,-1.237333e-04
-1.780000e-04,3.733333e-03,-7.280000e-05
-1.770000e-04,2.933333e-03,-1.378667e-04
-1.760000e-04,8.000000e-04,-1.250667e-04
-1.750000e-04,3.200000e-03,-1.408000e-04
-1.740000e-04,4.133333e-03,-1.517333e-04
-1.730000e-04,2.933333e-03,-1.624000e-04
-1.720000e-04,1.466667e-03,-1.040000e-05
-1.710000e-04,3.866667e-03,-1.581333e-04
-1.700000e-04,4.133333e-03,-1.426667e-04
-1.690000e-04,4.133333e-03,-1.085333e-04
-1.680000e-04,1.333333e-03,-1.282667e-04
-1.670000e-04,2.800000e-03,-1.821333e-04
-1.660000e-04,3.866667e-03,-1.474667e-04
-1.650000e-04,3.200000e-03,-7.653333e-05
-1.640000e-04,1.066667e-03,-1.320000e-04
-1.630000e-04,3.200000e-03,-1.080000e-04
-1.620000e-04,5.200000e-03,-2.080000e-05
-1.610000e-04,2.933333e-03,-1.304000e-04
-1.600000e-04,1.600000e-03,-2.346667e-05
-1.590000e-04,2.933333e-03,-1.746667e-04
-1.580000e-04,5.733334e-03,-1.645333e-04
-1.570000e-04,2.933333e-03,-7.973333e-05
-1.560000e-04,1.200000e-03,-4.640000e-05
-1.550000e-04,2.666667e-03,-7.200000e-05
-1.540000e-04,5.200000e-03,-1.728000e-04
-1.530000e-04,2.800000e-03,-1.784000e-04
-1.520000e-04,1.600000e-03,-1.517333e-04
-1.510000e-04,2.533333e-03,-1.429333e-04
-1.500000e-04,5.466667e-03,-1.248000e-04
-1.490000e-04,2.666667e-03,-1.397333e-04
-1.480000e-04,8.000000e-04,-1.389333e-04
-1.470000e-04,2.666667e-03,-1.624000e-04
-1.460000e-04,3.466667e-03,-1.144000e-04
-1.450000e-04,3.066667e-03,-1.242667e-04
-1.440000e-04,0.000000e+00,-1.272000e-04
-1.430000e-04,3.600000e-03,-6.400000e-05
-1.420000e-04,5.200000e-03,-1.320000e-04
-1.410000e-04,4.800000e-03,-1.917333e-04
-1.400000e-04,8.000000e-04,-9.813333e-05
-1.390000e-04,3.466667e-03,-5.653333e-05
-1.380000e-04,5.066667e-03,-6.293333e-05
-1.370000e-04,3.600000e-03,-2.309333e-04
-1.360000e-04,1.200000e-03,-1.306667e-04
-1.350000e-04,3.733333e-03,-1.346667e-04
-1.340000e-04,4.133333e-03,-4.053333e-05
-1.330000e-04,2.400000e-03,-7.733333e-05
-1.320000e-04,1.333333e-03,-8.213333e-05
-1.310000e-04,2.933333e-03,-1.360000e-04
-1.300000e-04,4.933333e-03,-1.930667e-04
-1.290000e-04,2.800000e-03,-6.106667e-05
-1.280000e-04,1.600000e-03,-6.266667e-05
-1.270000e-04,1.733333e-03,-1.053333e-04
-1.260000e-04,4.266667e-03,-8.960000e-05
-1.250000e-04,3.066667e-03,-8.986666e-05
-1.240000e-04,9.333334e-04,-1.301333e-04
-1.230000e-04,2.666667e-03,-1.762667e-04
-1.220000e-04,4.666667e-03,-1.066667e-06
-1.210000e-04,2.933333e-03,-1.050667e-04
-1.200000e-04,1.466667e-03,-1.309333e-04
-1.190000e-04,2.533333e-03,-1.218667e-04
-1.180000e-04,4.266667e-03,-1.088000e-04
-1.170000e-04,2.933333e-03,-1.162667e-04
-1.160000e-04,5.333333e-04,-1.962667e-04
-1.150000e-04,2.800000e-03,-1.277333e-04
-1.140000e-04,4.666667e-03,-1.010667e-04
-1.130000e-04,2.400000e-03,-8.133333e-05
-1.120000e-04,2.133333e-03,-1.744000e-04
-1.110000e-04,3.466667e-03,-7.680000e-05
-1.100000e-04,5.600000e-03,-7.360000e-05
-1.090000e-04,3.066667e-03,-1.202667e-04
-1.080000e-04,1.733333e-03,-1.416000e-04
-1.070000e-04,2.533333e-03,-3.493333e-05
-1.060000e-04,4.666667e-03,-2.000000e-04
-1.050000e-04,2.933333e-03,-1.149333e-04
-1.040000e-04,1.200000e-03,-2.136000e-04
-1.030000e-04,2.266667e-03,-3.520000e-05
-1.020000e-04,3.200000e-03,-3.866667e-05
-1.010000e-04,2.400000e-03,-1.730667e-04
-1.000000e-04,4.000000e-04,-2.042667e-04
-9.900000e-05,2.933333e-03,9.920000e-05
-9.800000e-05,4.800000e-03,-1.736000e-04
-9.700000e-05,3.200000e-03,-8.239999e-05
-9.600000e-05,9.333334e-04,-7.546666e-05
-9.500000e-05,2.533333e-03,-2.152000e-04
-9.400000e-05,5.066667e-03,-1.461333e-04
-9.300000e-05,2.933333e-03,-1.394667e-04
-9.200000e-05,1.466667e-03,-1.784000e-04
-9.100000e-05,2.666667e-03,-8.853333e-05
-9.000000e-05,4.266667e-03,-1.018667e-04
-8.900000e-05,3.333333e-03,-1.480000e-04
-8.800000e-05,1.200000e-03,-6.986666e-05
-8.700000e-05,3.066667e-03,-7.360000e-05
-8.600000e-05,4.533333e-03,-7.680000e-05
-8.500000e-05,3.066667e-03,-6.986666e-05
-8.400000e-05,1.466667e-03,-1.680000e-04
-8.300000e-05,3.066667e-03,-2.149333e-04
-8.200000e-05,3.466667e-03,-4.080000e-05
-8.100000e-05,3.200000e-03,-1.104000e-04
-8.000000e-05,1.600000e-03,-2.058667e-04
-7.900000e-05,3.333333e-03,-1.437333e-04
-7.800000e-05,5.066667e-03,-1.973333e-04
-7.700000e-05,3.866667e-03,-5.813333e-05
-7.600000e-05,1.733333e-03,-5.840000e-05
-7.500000e-05,3.600000e-03,-1.717333e-04
-7.400000e-05,3.866667e-03,-2.442667e-04
-7.300000e-05,3.333333e-03,-1.386667e-04
-7.200000e-05,8.000000e-04,-9.973333e-05
-7.100000e-05,3.333333e-03,-9.920000e-05
-7.000000e-05,4.400000e-03,-9.840000e-05
-6.900000e-05,3.066667e-03,-1.304000e-04
-6.800000e-05,1.066667e-03,-1.314667e-04
-6.700000e-05,3.466667e-03,-4.320000e-05
-6.600000e-05,6.000000e-03,-1.626667e-04
-6.500000e-05,4.133333e-03,-8.160000e-05
-6.400000e-05,9.333334e-04,-1.773333e-04
-6.300000e-05,3.466667e-03,-1.560000e-04
-6.200000e-05,5.466667e-03,-2.080000e-04
-6.100000e-05,3.200000e-03,3.386667e-05
-6.000000e-05,1.866667e-03,-1.226667e-04
-5.900000e-05,3.200000e-03,-1.506667e-04
-5.800000e-05,4.266667e-03,-1.117333e-04
-5.700000e-05,2.933333e-03,-1.178667e-04
-5.600000e-05,1.866667e-03,-8.960000e-05
-5.500000e-05,2.400000e-03,-7.653333e-05
-5.400000e-05,4.133333e-03,-7.573333e-05
-5.300000e-05,3.333333e-03,-3.440000e-05
-5.200000e-05,2.933333e-03,-1.213333e-04
-5.100000e-05,3.466667e-03,-2.829333e-04
-5.000000e-05,4.933333e-03,-6.880000e-05
-4.900000e-05,1.866667e-03,-1.688000e-04
-4.800000e-05,8.000000e-04,-1.296000e-04
-4.700000e-05,2.666667e-03,-5.306667e-05
-4.600000e-05,4.800000e-03,-1.381333e-04
-4.500000e-05,2.666667e-03,-1.538667e-04
-4.400000e-05,2.400000e-03,-5.680000e-05
-4.300000e-05,3.600000e-03,-1.429333e-04
-4.200000e-05,4.533333e-03,-1.549333e-04
-4.100000e-05,3.066667e-03,-9.013333e-05
-4.000000e-05,1.066667e-03,-1.018667e-04
-3.900000e-05,3.200000e-03,-7.760000e-05
-3.800000e-05,3.733333e-03,-1.976000e-04
-3.700000e-05,3.600000e-03,-1.440000e-04
-3.600000e-05,2.133333e-03,-1.645333e-04
-3.500000e-05,3.466667e-03,-8.693333e-05
-3.400000e-05,3.733333e-03,-2.098667e-04
-3.300000e-05,3.200000e-03,-8.186667e-05
-3.200000e-05,2.666667e-04,-7.546666e-05
-3.100000e-05,2.533333e-03,-6.826667e-05
-3.000000e-05,5.333333e-03,-5.120000e-05
-2.900000e-05,2.933333e-03,-1.272000e-04
-2.800000e-05,1.733333e-03,-1.997333e-04
-2.700000e-05,2.800000e-03,-1.256000e-04
-2.600000e-05,4.933333e-03,-1.205333e-04
-2.500000e-05,3.066667e-03,-1.389333e-04
-2.400000e-05,1.466667e-03,-1.461333e-04
-2.300000e-05,3.200000e-03,-4.773333e-05
-2.200000e-05,3.066667e-03,-1.253333e-04
-2.100000e-05,2.933333e-03,-1.034667e-04
-2.000000e-05,1.600000e-03,-1.013333e-05
-1.900000e-05,2.933333e-03,-1.178667e-04
-1.800000e-05,4.533333e-03,-1.138667e-04
-1.700000e-05,2.800000e-03,-1.226667e-04
-1.600000e-05,1.466667e-03,-2.181333e-04
-1.500000e-05,3.866667e-03,-1.549333e-04
-1.400000e-05,4.533333e-03,-4.453333e-05
-1.300000e-05,2.533333e-03,-6.720000e-05
-1.200000e-05,0.000000e+00,-2.314667e-04
-1.100000e-05,3.066667e-03,-1.154667e-04
-1.000000e-05,3.466667e-03,-1.330667e-04
